No.,Ticker,Market Cap,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Price,Change,Volume
2652,SPG,41108.27,5.93%,5.90%,62.70%,8.20%,,,8.27,8.27,80.70%,47.30%,37.70%,11/1/2022 8:30:00 AM,125.99,3.82%,2303619
2653,SPGI,114599.30,0.93%,6.70%,11.80%,54.00%,0.80,0.80,0.29,0.29,67.60%,49.50%,33.80%,10/27/2022 8:30:00 AM,367.77,1.02%,1186786
2654,SPH,1001.70,8.10%,6.60%,26.90%,13.10%,0.60,0.40,2.17,2.17,52.60%,13.70%,9.30%,11/10/2022 8:30:00 AM,15.82,-1.37%,419123
2655,SPKBU,364.23,,,,,,,,,,,,,10.12,0.00%,85
2656,SPLK,14670.39,,-12.80%,162.50%,-34.70%,1.20,1.20,,,75.80%,-17.60%,-20.80%,11/30/2022 4:30:00 PM,88.86,0.97%,1449927
2657,SPLP,905.77,,5.80%,23.20%,12.00%,1.20,1.00,0.52,0.52,34.10%,17.30%,9.50%,,42.50,-0.53%,2776
2658,SPNE,360.18,,,,,,,,,,,,11/1/2022 4:30:00 PM,9.54,0.00%,0
2659,SPR,3425.30,0.12%,-5.80%,-167.60%,-10.40%,1.40,0.80,,,2.50%,-4.60%,-8.80%,11/3/2022 8:30:00 AM,34.69,4.11%,1830874
2660,SPRY,684.18,,-28.20%,-29.60%,,67.90,67.90,0.00,0.00,,,,,7.32,0.97%,271775
2661,SPSC,4428.63,,8.30%,10.50%,9.50%,3.20,3.20,0.00,0.00,65.90%,15.90%,12.00%,10/27/2022 4:30:00 PM,128.77,1.27%,107921
2662,SPT,3359.40,,-17.70%,-33.90%,-19.50%,1.90,1.90,0.00,0.00,75.70%,-20.30%,-20.30%,11/3/2022 4:30:00 PM,59.32,-0.29%,653195
2663,SPTN,1059.61,2.73%,2.40%,7.00%,7.30%,1.60,0.70,0.66,0.67,15.70%,1.00%,0.60%,11/9/2022 8:30:00 AM,30.94,0.65%,207711
2664,SPWH,372.15,,10.00%,29.50%,27.70%,1.40,0.10,0.00,0.41,33.00%,8.40%,6.10%,12/7/2022 4:30:00 PM,10.07,-0.10%,393671
2665,SPWR,3184.82,,4.30%,16.00%,-3.50%,1.30,1.10,0.14,0.91,19.10%,-2.90%,4.20%,11/8/2022 8:30:00 AM,18.78,0.37%,3752155
2666,SPXC,3055.42,,1.30%,3.10%,4.70%,2.20,1.50,0.23,0.23,35.70%,7.50%,2.40%,11/3/2022 4:30:00 PM,70.93,1.52%,123030
2667,SQ,40204.72,,-2.00%,-3.70%,2.00%,1.90,1.80,0.25,0.28,32.50%,-3.20%,-3.00%,11/3/2022 4:30:00 PM,71.80,0.18%,11812830
2668,SQSP,2978.49,,-3.60%,66.70%,-47.70%,0.80,0.80,,,82.70%,-1.70%,-4.10%,11/8/2022 8:30:00 AM,22.06,-0.36%,436719
2669,SR,3718.92,3.95%,2.10%,8.10%,5.10%,0.70,0.50,1.15,1.66,,18.60%,9.40%,11/16/2022 8:30:00 AM,72.83,0.01%,225148
2670,SRC,5737.37,6.39%,3.20%,6.00%,1.90%,,,0.81,0.81,95.90%,27.90%,36.50%,11/8/2022 4:30:00 PM,42.32,2.05%,655476
2671,SRCE,1252.89,2.44%,1.40%,13.40%,20.40%,,,0.13,0.13,,90.40%,42.80%,10/20/2022 4:30:00 PM,53.55,1.98%,34513
2672,SRCL,4747.99,,0.10%,0.30%,1.10%,1.00,1.00,0.71,0.72,37.80%,3.80%,0.30%,11/3/2022 8:30:00 AM,51.94,-1.67%,254024
2673,SRDX,509.69,,-15.50%,-21.70%,-22.70%,1.80,1.40,0.00,0.09,79.60%,-22.10%,-27.30%,11/9/2022 8:30:00 AM,36.32,-3.02%,65386
2674,SRE,50261.29,2.83%,3.00%,8.80%,2.30%,0.60,0.50,0.91,1.02,,19.10%,15.20%,11/3/2022 8:30:00 AM,160.93,-0.70%,1177829
2675,SRG,682.83,,-4.40%,-15.90%,-7.10%,,,2.02,2.02,36.40%,,-87.30%,11/9/2022 8:30:00 AM,12.30,-0.40%,151032
2676,SRI,583.55,,-3.20%,-7.30%,1.40%,2.20,1.40,0.63,0.64,19.60%,-0.80%,-2.30%,11/2/2022 4:30:00 PM,23.00,3.19%,52794
2677,SRNE,522.61,,-70.60%,-346.90%,-169.30%,0.90,0.80,0.14,0.54,62.10%,,,,1.19,11.21%,10878758
2678,SRPT,10488.55,,-23.20%,-97.40%,-17.90%,4.40,4.00,3.58,3.58,83.90%,-75.40%,-81.80%,11/2/2022 4:30:00 PM,121.60,1.22%,846445
2679,SRRK,527.10,,-37.90%,-54.30%,-58.50%,10.60,10.60,0.17,0.17,,,,11/14/2022 8:30:00 AM,12.09,19.00%,795639
2680,SSB,5871.00,2.47%,1.00%,9.20%,18.10%,,,0.08,0.08,,94.20%,37.10%,10/24/2022 4:30:00 PM,82.06,1.45%,397246
2681,SSD,4018.26,1.06%,15.80%,27.50%,23.30%,3.60,2.00,0.49,0.51,45.60%,23.20%,16.80%,10/24/2022 4:30:00 PM,98.50,0.36%,174717
2682,SSNC,13338.48,1.47%,4.00%,11.50%,7.90%,1.10,1.10,1.25,1.26,47.70%,22.00%,13.20%,10/27/2022 4:30:00 PM,55.52,2.30%,1345382
2683,SSP,1121.40,,1.20%,5.00%,8.40%,1.40,1.40,1.81,1.82,49.60%,14.10%,3.40%,11/8/2022 8:30:00 AM,13.91,3.19%,315769
2684,SSRM,3402.32,1.65%,4.40%,6.40%,11.40%,5.80,3.90,0.09,0.12,50.90%,21.60%,18.20%,11/8/2022 8:30:00 AM,17.27,1.77%,1112841
2685,SST,428.92,,-10.10%,-27.40%,35.10%,0.60,0.60,0.65,0.68,27.70%,-16.50%,-15.30%,11/10/2022 4:30:00 PM,4.86,1.89%,31503
2686,SSTI,408.66,,4.00%,8.50%,-12.20%,0.70,0.70,0.00,0.00,57.30%,6.20%,5.60%,11/8/2022 4:30:00 PM,34.75,3.15%,18841
2687,SSTK,2101.52,1.61%,10.30%,19.40%,20.30%,0.40,0.40,0.00,0.12,62.60%,12.30%,10.50%,10/25/2022 8:30:00 AM,60.94,2.33%,208649
2688,SSYS,906.20,,-2.50%,-3.30%,-6.40%,3.20,2.50,0.00,0.00,42.60%,-3.20%,-4.80%,11/10/2022 8:30:00 AM,13.78,0.88%,320001
2689,ST,6575.92,0.99%,3.60%,10.10%,7.50%,3.00,2.20,1.38,1.38,32.70%,16.80%,7.80%,10/25/2022 8:30:00 AM,45.42,2.11%,1476431
2690,STAA,3202.93,,10.30%,13.10%,10.20%,6.60,6.10,0.00,0.00,78.20%,18.00%,13.50%,11/2/2022 4:30:00 PM,70.30,2.48%,694659
2691,STAG,6036.77,4.20%,3.90%,6.90%,2.90%,,,0.72,0.72,81.50%,30.40%,37.00%,10/27/2022 4:30:00 PM,35.41,1.96%,890269
2692,STAR,829.31,5.95%,12.20%,35.10%,-4.00%,,,1.00,0.00,26.50%,,,11/3/2022 8:30:00 AM,8.47,0.71%,556645
2693,STBA,1277.05,3.72%,1.30%,10.50%,17.10%,,,0.06,0.06,,93.90%,40.20%,1/26/2023 8:30:00 AM,33.76,1.38%,230878
2694,STC,1203.91,3.90%,8.50%,17.70%,19.50%,,,0.33,0.33,,10.10%,6.90%,10/26/2022 4:30:00 PM,47.03,1.84%,159182
2695,STEL,1503.00,1.75%,0.80%,6.50%,22.50%,,,0.00,0.00,,95.90%,23.60%,10/28/2022 8:30:00 AM,30.19,1.72%,108967
2696,STEM,1445.45,,-9.00%,-19.80%,-8.80%,2.20,2.10,0.78,0.81,7.30%,-49.00%,-47.20%,11/3/2022 4:30:00 PM,9.14,0.66%,5608296
2697,STEP,2954.55,2.87%,1.30%,6.30%,49.10%,,,0.08,0.08,54.70%,,9.10%,11/3/2022 4:30:00 PM,28.34,1.54%,252455
2698,STER,1507.53,,2.10%,4.10%,0.90%,2.20,2.20,0.66,0.67,47.80%,8.70%,3.90%,11/9/2022 8:30:00 AM,15.56,-0.95%,143675
2699,STEW,1279.93,3.80%,,,,,,,,,,,,13.18,0.23%,28651
2700,STGW,2046.61,,0.90%,10.10%,4.10%,0.90,0.90,4.58,4.58,38.20%,8.00%,1.30%,11/3/2022 8:30:00 AM,7.06,0.57%,305111
2701,STK,398.37,7.51%,,,,,,,,,,,,24.97,1.42%,42003
2702,STKL,980.20,,-1.40%,-3.80%,0.90%,2.00,0.70,0.90,1.00,12.40%,-0.60%,-1.30%,11/9/2022 4:30:00 PM,8.80,-3.61%,509907
2703,STLD,18579.00,1.24%,32.40%,59.90%,35.50%,3.70,2.10,0.38,0.38,30.30%,25.30%,19.00%,10/19/2022 4:30:00 PM,110.37,0.34%,963107
2704,STOK,404.56,,-35.20%,-45.10%,,9.20,9.20,0.00,0.00,,,,,10.38,10.66%,262434
2705,STOR,9082.89,5.11%,3.10%,6.10%,2.30%,,,0.91,0.91,98.30%,32.70%,36.20%,11/3/2022 8:30:00 AM,32.10,-0.06%,1914491
2706,STR,3967.84,11.02%,1.10%,10.10%,16.90%,6.30,6.30,3.01,0.00,93.50%,53.50%,5.10%,11/8/2022 4:30:00 PM,26.84,2.72%,674260
2707,STRA,2018.33,2.76%,2.20%,3.00%,2.80%,1.50,1.50,0.09,0.09,44.40%,6.70%,4.70%,11/3/2022 8:30:00 AM,87.67,0.99%,148791
2708,STRE,355.87,,3.40%,3.60%,,0.20,0.20,0.00,0.00,,,,,10.12,-0.10%,1648779
2709,STRL,983.94,,6.40%,21.70%,10.40%,1.30,1.30,0.93,1.00,14.00%,7.40%,4.60%,10/31/2022 4:30:00 PM,33.17,1.07%,221824
2710,STRO,432.46,,-34.30%,-53.80%,-35.50%,5.90,5.90,0.03,0.08,,,,11/8/2022 4:30:00 PM,7.67,4.92%,1389039
2711,STT,29476.07,3.06%,0.80%,10.80%,3.70%,,,0.59,0.59,,79.90%,91.70%,1/20/2023 8:30:00 AM,82.37,0.04%,3896517
2712,STWD,6004.59,9.72%,1.30%,16.40%,0.70%,,,2.99,3.03,58.90%,56.40%,52.50%,11/9/2022 8:30:00 AM,19.98,1.16%,2023996
2713,STZ,40006.18,1.44%,0.40%,1.00%,9.00%,1.30,0.60,1.35,1.45,51.70%,31.70%,1.10%,1/5/2023 8:30:00 AM,223.19,0.25%,2054453
2714,SUAC,427.20,,0.10%,0.10%,,0.90,0.90,0.00,0.00,,,,,10.22,0.00%,5995
2715,SUI,17954.69,2.37%,1.70%,3.40%,3.80%,,,0.84,0.84,50.20%,16.20%,8.80%,10/24/2022 4:30:00 PM,149.32,0.50%,441951
2716,SUM,3555.68,,6.70%,15.40%,6.30%,3.40,2.80,0.76,0.77,26.40%,17.90%,11.60%,11/2/2022 4:30:00 PM,30.99,-1.40%,481976
2717,SUMO,912.19,,-22.10%,-32.90%,-29.40%,2.20,2.20,0.00,0.00,66.10%,-44.90%,-45.30%,12/5/2022 4:30:00 PM,7.60,0.40%,628623
2718,SUN,3694.85,7.41%,6.80%,47.60%,16.80%,1.40,0.80,3.45,3.45,5.80%,2.90%,1.80%,11/1/2022 8:30:00 AM,44.78,0.47%,162314
2719,SUPN,2070.39,,2.20%,4.50%,5.50%,0.90,0.80,0.00,0.47,87.70%,2.70%,5.70%,11/8/2022 4:30:00 PM,38.74,0.18%,263361
2720,SVC,1279.36,10.00%,-3.50%,-20.40%,-2.40%,,,3.96,3.96,33.30%,0.00%,-16.40%,11/3/2022 4:30:00 PM,8.20,2.50%,748559
2721,SVFA,657.38,,5.20%,5.50%,,0.50,0.50,0.00,0.00,,,,,10.14,0.00%,185433
2722,SVFAU,655.42,,,,,,,,,,,,,10.13,0.00%,4671
2723,SVIIU,305.75,,,,,,,,,,,,,10.50,0.00%,0
2724,SWAV,7098.35,,21.90%,30.10%,-0.50%,7.30,6.00,0.04,0.04,86.00%,22.20%,20.50%,11/7/2022 4:30:00 PM,200.26,0.35%,241637
2725,SWBI,446.68,3.98%,16.00%,22.50%,48.50%,3.20,1.10,0.10,0.10,38.30%,18.20%,14.10%,12/6/2022 4:30:00 PM,10.06,0.20%,782179
2726,SWI,1466.57,,-22.00%,-50.40%,0.00%,1.50,1.50,1.20,1.22,81.70%,,,11/3/2022 8:30:00 AM,9.25,0.54%,268306
2727,SWIM,442.08,,0.80%,1.90%,-7.10%,2.70,1.30,0.78,0.79,33.00%,6.50%,1.00%,11/10/2022 8:30:00 AM,3.80,4.40%,513959
2728,SWK,12316.03,3.73%,5.10%,15.50%,9.60%,1.20,0.30,0.60,0.89,28.30%,3.50%,8.40%,2/2/2023 8:30:00 AM,86.27,0.52%,1635543
2729,SWKS,15578.79,2.47%,14.70%,24.00%,17.30%,2.60,1.60,0.31,0.40,47.50%,27.80%,23.20%,11/3/2022 4:30:00 PM,101.25,0.80%,1648138
2730,SWN,6187.49,,10.50%,107.20%,32.00%,0.40,0.40,3.43,3.44,71.10%,49.50%,9.00%,10/27/2022 4:30:00 PM,6.00,4.53%,18920804
2731,SWTX,1731.65,,-54.40%,-59.70%,,13.30,13.30,0.01,0.01,,,,11/3/2022 8:30:00 AM,28.81,4.23%,1213498
2732,SWX,4266.96,3.76%,1.10%,4.40%,3.50%,1.30,1.30,1.72,1.84,85.20%,8.20%,3.20%,11/9/2022 8:30:00 AM,66.64,1.05%,373815
2733,SXC,701.92,3.68%,6.10%,19.00%,8.20%,1.80,0.80,0.98,0.98,20.40%,8.70%,5.60%,10/31/2022 8:30:00 AM,8.99,3.33%,685797
2734,SXI,1246.10,1.05%,6.70%,12.50%,10.20%,3.10,2.20,0.40,0.40,36.70%,12.40%,8.60%,11/3/2022 4:30:00 PM,108.68,1.69%,34432
2735,SXT,3112.71,2.14%,7.70%,14.60%,9.10%,3.40,1.50,0.57,0.60,34.30%,13.70%,9.70%,10/21/2022 8:30:00 AM,78.29,2.17%,123606
2736,SYBT,1787.75,1.85%,1.20%,12.10%,22.40%,,,0.04,0.04,,93.40%,39.20%,10/26/2022 8:30:00 AM,62.88,0.21%,43077
2737,SYF,14830.09,2.73%,3.30%,25.40%,44.60%,,,1.17,1.17,,76.50%,19.50%,10/25/2022 8:30:00 AM,33.58,-0.53%,5974664
2738,SYK,95475.01,1.16%,6.90%,15.80%,8.40%,2.00,1.20,0.77,0.78,63.90%,15.80%,13.70%,1/31/2023 4:30:00 PM,256.35,-0.95%,938661
2739,SYM,797.60,,-2.90%,3.70%,,1.20,1.00,0.00,0.00,16.80%,-23.60%,-2.60%,11/21/2022 4:30:00 PM,14.14,6.48%,243193
2740,SYNA,4128.05,,10.30%,23.40%,12.40%,3.90,3.40,0.74,0.74,55.10%,22.10%,15.50%,11/3/2022 4:30:00 PM,111.04,1.73%,578181
2741,SYNH,3596.92,,3.50%,8.60%,4.90%,1.10,1.10,0.84,0.84,23.80%,8.10%,5.30%,11/4/2022 8:30:00 AM,34.47,0.06%,1968701
2742,SYY,39579.44,2.43%,6.60%,114.80%,16.20%,1.20,0.70,9.20,9.70,18.00%,3.40%,2.00%,11/1/2022 8:30:00 AM,80.25,-0.43%,2215363
2743,T,136068.56,5.72%,4.00%,13.80%,5.20%,0.60,0.50,1.01,1.06,56.20%,16.70%,15.20%,10/20/2022 8:30:00 AM,19.41,0.00%,31707834
2744,TA,668.59,,3.50%,16.60%,8.30%,1.50,1.10,0.68,0.69,17.50%,2.10%,1.20%,11/1/2022 4:30:00 PM,47.50,1.45%,61213
2745,TALO,1542.07,,16.40%,52.50%,21.30%,0.70,0.70,0.56,0.58,81.80%,46.20%,27.20%,11/2/2022 4:30:00 PM,19.89,4.85%,749580
2746,TAP,10131.55,2.99%,1.80%,3.70%,5.90%,0.80,0.50,0.46,0.50,33.60%,7.80%,4.60%,11/1/2022 8:30:00 AM,50.33,-1.16%,1143011
2747,TARS,372.50,,-29.80%,-34.20%,-7.30%,16.40,16.40,0.10,0.10,96.70%,,,,14.57,1.46%,104140
2748,TASK,1619.88,,5.30%,10.60%,-8.40%,3.10,3.10,0.61,0.62,42.10%,8.60%,4.60%,11/7/2022 4:30:00 PM,17.50,7.43%,277312
2749,TBBK,1632.56,,1.60%,17.80%,21.60%,,,0.21,0.23,,86.60%,45.70%,10/27/2022 4:30:00 PM,30.25,0.46%,161654
2750,TBCPU,509.08,,,,,,,,,,,,,9.70,0.41%,10
2751,TBI,643.05,,7.60%,15.80%,9.60%,1.80,1.80,0.05,0.16,26.80%,3.80%,3.30%,10/24/2022 4:30:00 PM,20.59,1.63%,118791
2752,TBLA,880.65,,-1.70%,-3.40%,-3.40%,1.70,1.70,0.35,0.36,33.00%,-1.40%,-1.80%,11/9/2022 8:30:00 AM,3.19,-5.90%,2037873
2753,TBLD,482.19,8.32%,,,,,,,,,,,,15.05,0.13%,41062
2754,TCBI,2993.12,,0.50%,5.90%,17.80%,,,0.36,0.36,,79.20%,16.70%,1/18/2023 4:30:00 PM,62.21,-0.05%,531510
2755,TCBIO,3111.24,6.92%,,,,,,,,,,,,21.57,3.85%,33584
2756,TCBK,1584.66,2.47%,1.20%,11.30%,21.90%,,,0.10,0.10,,93.30%,36.30%,10/26/2022 8:30:00 AM,49.62,2.27%,46361
2757,TCI,395.21,,46.30%,86.20%,-2.30%,,,0.37,0.37,47.20%,-52.20%,,,47.07,1.12%,5223
2758,TCPC,766.76,9.72%,3.80%,8.70%,,,,1.21,1.21,61.90%,47.80%,40.90%,11/3/2022 8:30:00 AM,13.26,0.68%,168253
2759,TCVA,513.81,,0.30%,0.30%,,28.30,28.30,0.00,0.00,,,,,10.09,0.35%,116565
2760,TDC,3403.90,,3.80%,25.30%,18.60%,1.10,1.00,2.31,2.59,61.20%,8.60%,4.00%,11/7/2022 4:30:00 PM,33.65,1.08%,744342
2761,TDF,395.51,,,,,,,,,,,,,11.84,1.20%,125617
2762,TDG,35928.62,,4.20%,-25.40%,12.10%,4.00,3.00,,,57.20%,40.90%,14.40%,11/10/2022 8:30:00 AM,680.20,0.95%,432458
2763,TDOC,4124.55,,-87.60%,-105.70%,-2.00%,3.10,3.00,0.25,0.26,68.60%,,,10/26/2022 4:30:00 PM,26.03,2.93%,4088466
2764,TDS,1239.13,6.16%,0.30%,1.00%,2.90%,1.50,1.30,0.75,0.75,52.60%,3.20%,0.90%,11/3/2022 4:30:00 PM,11.56,-1.03%,1890912
2765,TDW,1807.71,,-6.00%,-9.10%,-12.90%,1.90,1.80,0.20,0.00,37.40%,-4.10%,-12.40%,11/4/2022 8:30:00 AM,38.17,1.73%,565650
2766,TDY,18785.90,,5.10%,9.30%,4.30%,1.80,1.20,0.47,0.51,41.70%,16.40%,13.40%,10/26/2022 8:30:00 AM,416.13,1.25%,143981
2767,TECH,13558.63,0.37%,12.60%,17.00%,13.20%,4.00,2.90,0.15,0.15,68.50%,30.30%,26.10%,11/1/2022 8:30:00 AM,82.17,-5.14%,2441482
2768,TELL,1146.89,,-11.80%,-21.80%,-21.30%,2.10,2.10,0.67,0.93,49.90%,-25.30%,-39.30%,11/2/2022 8:30:00 AM,2.13,4.93%,9107863
2769,TENB,4231.79,,-6.40%,-34.80%,-6.50%,1.50,1.50,1.40,1.41,78.30%,-10.30%,-12.60%,10/25/2022 4:30:00 PM,36.78,-2.54%,1245658
2770,TER,14327.68,0.46%,21.60%,32.00%,38.40%,3.00,2.60,0.02,0.03,59.70%,27.80%,23.20%,10/25/2022 4:30:00 PM,96.14,-0.21%,1165674
2771,TERN,318.49,,-35.50%,-37.30%,-31.40%,25.50,25.50,0.00,0.00,,,,11/9/2022 4:30:00 PM,9.00,8.83%,165105
2772,TETC,484.69,,3.10%,3.30%,,0.50,0.50,0.00,0.00,,,,,10.06,0.00%,360167
2773,TEX,3121.20,1.11%,9.10%,24.80%,14.10%,2.00,0.90,0.80,0.80,19.30%,8.80%,6.40%,10/27/2022 4:30:00 PM,46.72,-0.38%,1029355
2774,TFC,59616.98,4.49%,1.10%,10.10%,12.60%,,,0.58,0.58,,90.30%,39.40%,1/19/2023 8:30:00 AM,47.18,1.75%,6182260
2775,TFIN,1203.56,,1.80%,13.00%,34.90%,,,0.18,0.00,,94.10%,25.70%,,51.74,1.41%,132936
2776,TFSL,4025.84,7.70%,0.50%,4.10%,13.50%,,,0.00,0.00,,65.10%,17.80%,10/27/2022 4:30:00 PM,14.91,1.57%,339088
2777,TFX,11031.82,0.57%,6.10%,10.80%,9.60%,2.40,1.50,0.41,0.44,54.70%,18.80%,14.80%,10/27/2022 8:30:00 AM,238.54,-0.51%,545075
2778,TG,379.14,4.42%,9.70%,26.30%,21.20%,1.50,0.80,0.60,0.60,16.90%,6.40%,5.50%,11/9/2022 8:30:00 AM,11.77,0.09%,106558
2779,TGI,704.51,,5.50%,-12.00%,10.90%,2.20,1.10,,,26.80%,15.60%,6.80%,11/8/2022 8:30:00 AM,10.34,0.98%,1135516
2780,TGNA,4724.97,1.80%,7.80%,20.10%,11.60%,2.70,2.70,1.07,1.07,46.80%,27.80%,17.20%,11/9/2022 8:30:00 AM,20.43,-3.27%,3854574
2781,TGT,70484.12,2.72%,6.50%,30.50%,27.60%,0.90,0.10,1.29,1.49,25.50%,4.40%,3.20%,11/16/2022 8:30:00 AM,159.75,0.49%,3218921
2782,TGTX,1806.23,,-82.90%,-149.90%,-113.00%,5.00,5.00,0.70,0.70,90.60%,,,11/10/2022 8:30:00 AM,13.20,0.61%,5407555
2783,TH,1676.69,,7.90%,38.80%,8.20%,1.10,1.10,2.30,2.30,44.60%,28.70%,10.50%,11/9/2022 8:30:00 AM,17.67,-1.28%,604557
2784,THC,5464.91,,2.10%,50.70%,14.30%,1.40,1.30,12.11,12.22,82.90%,12.80%,2.90%,10/20/2022 4:30:00 PM,51.15,-0.02%,1055111
2785,THFF,535.45,2.38%,1.20%,12.30%,22.00%,,,0.00,0.00,,92.50%,36.50%,10/25/2022,45.83,1.17%,29289
2786,THG,4693.20,2.41%,2.10%,10.70%,8.50%,,,0.34,0.34,,8.30%,5.40%,2/1/2023 4:30:00 PM,136.04,1.05%,121575
2787,THO,4695.72,1.93%,13.70%,29.70%,21.10%,1.80,0.70,0.47,0.48,17.10%,8.60%,6.70%,12/7/2022 8:30:00 AM,93.05,-0.25%,670954
2788,THQ,825.05,6.77%,,,,,,,,,,,,19.96,0.05%,77365
2789,THR,694.73,,5.80%,9.50%,5.20%,2.10,1.30,0.26,0.36,41.30%,13.50%,9.40%,11/3/2022 8:30:00 AM,21.78,2.01%,175828
2790,THRM,2346.57,,4.80%,7.60%,13.70%,2.20,1.50,0.37,0.38,24.40%,6.00%,4.40%,11/2/2022 8:30:00 AM,71.76,-1.59%,101365
2791,THRX,303.01,,-18.80%,-19.60%,,27.50,27.50,0.00,0.00,,,,,8.10,-0.37%,149063
2792,THRY,673.94,,8.30%,29.20%,17.90%,1.30,1.30,1.03,1.19,64.50%,14.70%,9.40%,11/3/2022 8:30:00 AM,19.86,0.81%,172318
2793,THS,2700.76,,-2.40%,-6.90%,1.30%,1.70,1.20,1.10,1.10,14.10%,-4.40%,-3.40%,11/7/2022 8:30:00 AM,49.23,-0.18%,298420
2794,THW,571.43,9.21%,,,,,,,,,,,,15.18,-0.20%,93692
2795,TIG,308.88,,1.80%,6.50%,4.60%,,,0.19,0.19,,12.00%,9.20%,11/2/2022 4:30:00 PM,6.01,-0.83%,189529
2796,TILE,603.61,0.37%,5.00%,18.70%,9.90%,2.50,1.20,1.59,1.64,34.80%,9.50%,5.00%,11/4/2022 8:30:00 AM,11.10,2.78%,361933
2797,TIPT,516.91,1.09%,-0.30%,-2.60%,5.70%,,,0.69,0.82,61.30%,2.10%,-0.70%,11/3/2022 8:30:00 AM,14.87,1.43%,42871
2798,TISI,361.88,,-15.30%,-861.80%,-30.00%,0.60,0.60,,,23.90%,-6.00%,-12.80%,,9.51,13.08%,95397
2799,TITN,920.17,,9.60%,21.40%,10.50%,1.70,0.40,0.18,0.73,19.90%,6.50%,4.70%,11/30/2022 8:30:00 AM,42.20,1.08%,184873
2800,TJX,92684.56,1.43%,12.20%,60.00%,36.30%,1.20,0.40,0.50,0.59,27.90%,9.30%,6.90%,11/16/2022 8:30:00 AM,81.92,-0.43%,5268775
2801,TKR,5268.42,1.67%,7.00%,16.80%,11.10%,2.00,1.10,0.67,0.85,27.70%,12.80%,8.40%,10/26/2022 8:30:00 AM,75.47,1.81%,553089
2802,TLS,332.92,,-15.90%,-22.00%,-21.30%,3.30,3.20,0.07,0.08,36.70%,-16.50%,-16.60%,11/9/2022 8:30:00 AM,5.21,1.96%,340327
2803,TMCI,1326.95,,-29.90%,-57.40%,-13.50%,5.70,4.90,0.85,0.85,80.80%,-33.00%,-35.90%,11/8/2022 4:30:00 PM,25.74,4.38%,703735
2804,TMDX,1812.03,,-25.90%,-46.00%,-38.30%,12.10,11.20,0.31,0.31,71.90%,-49.30%,-58.80%,11/3/2022 4:30:00 PM,59.62,3.15%,272624
2805,TMHC,3498.36,,12.20%,25.40%,9.40%,,,0.62,0.62,24.80%,16.60%,12.70%,10/26/2022 8:30:00 AM,33.08,0.76%,984169
2806,TMKR,350.00,,4.10%,4.40%,,0.20,0.20,0.00,0.00,,,,,10.15,0.05%,500
2807,TMKRU,353.45,,,,,,,,,,,,,10.19,-0.54%,3
2808,TMO,237847.60,0.21%,7.60%,16.80%,10.80%,1.70,1.20,0.65,0.67,44.40%,19.20%,15.90%,2/1/2023 8:30:00 AM,581.54,-0.18%,1635109
2809,TMP,1071.96,3.18%,1.10%,13.10%,27.60%,,,0.00,0.00,,92.30%,34.60%,10/28/2022 8:30:00 AM,77.34,2.45%,26290
2810,TMST,799.47,,13.30%,21.60%,16.50%,3.00,2.00,0.00,0.03,14.20%,5.30%,10.90%,11/3/2022 4:30:00 PM,19.17,1.86%,301005
2811,TMUS,180033.12,,0.70%,2.20%,4.40%,0.80,0.70,1.02,1.15,58.80%,6.10%,1.90%,10/27/2022 4:30:00 PM,149.91,0.75%,4269311
2812,TNC,1187.52,1.60%,4.90%,11.70%,10.40%,2.10,1.30,0.65,0.66,37.80%,6.70%,4.70%,10/27/2022 8:30:00 AM,67.63,2.28%,54274
2813,TNDM,2711.10,,-6.80%,-15.60%,3.10%,4.80,4.20,0.67,0.67,52.00%,-7.90%,-8.60%,11/2/2022 4:30:00 PM,40.41,-3.79%,2151065
2814,TNET,4413.79,,11.90%,47.20%,25.60%,1.30,1.30,0.58,0.00,22.60%,10.90%,7.70%,10/25/2022 4:30:00 PM,74.22,0.34%,308299
2815,TNGX,677.85,,-21.50%,-32.70%,-17.00%,7.80,7.80,0.00,0.00,,,,,7.99,1.65%,176376
2816,TNL,3126.61,4.01%,5.70%,-44.20%,11.10%,3.50,2.50,,,48.60%,19.40%,10.60%,10/27/2022 8:30:00 AM,40.51,1.61%,596951
2817,TOL,6169.37,1.44%,11.00%,23.20%,13.20%,,,0.55,0.55,24.20%,16.00%,12.50%,12/6/2022 4:30:00 PM,56.01,1.01%,1478960
2818,TOST,9932.84,,-10.00%,-15.50%,-25.20%,3.10,2.90,0.00,0.00,17.30%,-16.30%,-7.10%,11/10/2022 4:30:00 PM,19.55,1.61%,2001029
2819,TOWN,2179.20,2.98%,1.10%,9.80%,17.00%,,,0.14,0.14,,90.80%,38.40%,10/27/2022 8:30:00 AM,31.36,1.55%,194987
2820,TPB,369.44,1.13%,6.50%,30.50%,14.40%,6.10,3.40,3.22,0.00,49.50%,20.00%,9.50%,10/26/2022 8:30:00 AM,21.37,0.71%,60280
2821,TPC,404.10,,-1.80%,-5.50%,7.60%,1.90,1.90,0.61,0.63,4.60%,-1.30%,-2.20%,11/2/2022 4:30:00 PM,8.48,4.82%,229745
